Overall,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TO,STL,BLK,PF,+/-
2024-25,82,48.1,113.4,40.9,85.5,47.9,13.3,36.4,36.6,18.2,23.2,78.5,9.7,32.8,42.4,26,14,7.7,4.5,17.3,1.2
